#[0]step() [1]time(s) [2]xmin(m) [3]xmax(m) [4]ymin(m) [5]ymax(m) [6]zmin(m) [7]zmax(m) [8]pxmin(kg*m/s) [9]pxmax(kg*m/s) [10]pymin(kg*m/s) [11]pymax(kg*m/s) [12]pzmin(kg*m/s) [13]pzmax(kg*m/s) [14]gmin() [15]gmax() [16]wmin(1/m) [17]wmax(1/m)
1032 1.19272432500759e-13 2.52807618740228e-05 6.99998515140303e-05 0.00000000000000e+00 0.00000000000000e+00 1.79527053454665e-11 2.99999390543271e-05 -2.33063369530600e-22 1.00683002888233e-21 -5.88124450566804e-24 5.98794334479436e-24 -1.13037118145678e-21 1.11215601404801e-21 1.00000000060468e+00 5.62805669411988e+00 2.17744964096033e+10 2.17744964096033e+10
1040 1.20197025000765e-13 2.52464161507963e-05 6.99999636027254e-05 0.00000000000000e+00 0.00000000000000e+00 1.08679018596483e-11 2.99999949242589e-05 -2.39994290226958e-22 1.16377800051247e-21 -5.87933622838488e-24 5.98622077514084e-24 -1.27399430191644e-21 1.10929050524107e-21 1.00000000256865e+00 6.37598612215170e+00 2.17744964096033e+10 2.17744964096033e+10
1048 1.21121617500771e-13 2.51956333803359e-05 6.99999960809882e-05 0.00000000000000e+00 0.00000000000000e+00 8.39797715146851e-12 2.99999760516557e-05 -2.59525951912359e-22 1.14080132153004e-21 -5.87904214504067e-24 5.98644181041318e-24 -1.27008451758303e-21 1.21179118526640e-21 1.00000000173746e+00 6.29620625388408e+00 2.17744964096033e+10 2.17744964096033e+10
1056 1.22046210000776e-13 2.51478811105526e-05 6.99999833780444e-05 0.00000000000000e+00 0.00000000000000e+00 1.60002669909362e-10 2.99999844334028e-05 -2.78909465278453e-22 1.35831184767223e-21 -5.87908161129587e-24 5.98106627072593e-24 -1.26772553884602e-21 1.43382099765038e-21 1.00000000161514e+00 7.28783220865836e+00 2.17744964096033e+10 2.17744964096033e+10
1064 1.22970802500782e-13 2.50851083067620e-05 6.99999165648846e-05 0.00000000000000e+00 0.00000000000000e+00 7.79167056802433e-12 2.99999984468384e-05 -2.81845328348866e-22 1.35664393509370e-21 -5.88079023806744e-24 5.97566028846894e-24 -1.28997847949443e-21 1.45101370030878e-21 1.00000000041934e+00 7.29985693232700e+00 2.17744964096033e+10 2.17744964096033e+10
1072 1.23895395000788e-13 2.50145652480476e-05 6.99998585630413e-05 0.00000000000000e+00 0.00000000000000e+00 8.63476347149003e-12 2.99999866217436e-05 -3.14014919100820e-22 1.54386716556964e-21 -5.88091357107578e-24 5.97892326570010e-24 -1.55062423359957e-21 1.44822061674454e-21 1.00000000161322e+00 8.04761243296532e+00 2.17744964096033e+10 2.17744964096033e+10
1080 1.24819987500794e-13 2.49272226359790e-05 6.99999912694800e-05 0.00000000000000e+00 0.00000000000000e+00 2.29034332864943e-11 2.99999674847235e-05 -3.24496010621954e-22 1.60566000583071e-21 -5.88301317066475e-24 5.98497480135326e-24 -1.64960678524073e-21 1.44380450211336e-21 1.00000000107815e+00 8.44826532710367e+00 2.17744964096033e+10 2.17744964096033e+10
1088 1.25744580000800e-13 2.48368307730598e-05 6.99998298919141e-05 0.00000000000000e+00 0.00000000000000e+00 2.45809184913439e-11 2.99999340626443e-05 -3.59213611774181e-22 1.63852430134427e-21 -5.88353012798113e-24 5.98556875436206e-24 -1.63820888780319e-21 1.65247184149796e-21 1.00000000086385e+00 8.57979131696980e+00 2.17744964096033e+10 2.17744964096033e+10
1096 1.26669172500806e-13 2.47242987601936e-05 6.99999873369930e-05 0.00000000000000e+00 0.00000000000000e+00 1.02874745906593e-11 2.99999642960109e-05 -3.62631232866171e-22 1.87565299494456e-21 -5.88369785924109e-24 5.98691162477879e-24 -1.63906221923097e-21 1.84946263188981e-21 1.00000000062612e+00 9.60506034120636e+00 2.17744964096033e+10 2.17744964096033e+10
1104 1.27593765000812e-13 2.46188558119175e-05 6.99999007990007e-05 0.00000000000000e+00 0.00000000000000e+00 3.13296868191898e-11 2.99999688524778e-05 -3.71873721290007e-22 1.85218914174788e-21 -5.88533816101509e-24 5.98978187885818e-24 -1.73108043745789e-21 1.84893759206275e-21 1.00000000468660e+00 9.60397604125483e+00 2.17744964096033e+10 2.17744964096033e+10
1112 1.28518357500818e-13 2.44876783637351e-05 6.99999716451375e-05 0.00000000000000e+00 0.00000000000000e+00 1.34492352302765e-11 2.99999816069169e-05 -4.07601631978209e-22 2.16405908288996e-21 -5.88692273579349e-24 5.98731188625198e-24 -2.02705301507124e-21 1.84532624390851e-21 1.00000000116602e+00 1.08351084706356e+01 2.17744964096033e+10 2.17744964096033e+10
1120 1.29442950000823e-13 2.43653197182474e-05 6.99999317370752e-05 0.00000000000000e+00 0.00000000000000e+00 4.25114626247884e-11 2.99999662718795e-05 -4.09449410274587e-22 2.15381531704526e-21 -5.88766610231245e-24 5.97908633867057e-24 -2.08136729299746e-21 1.84961613266956e-21 1.00000000229788e+00 1.09522329282060e+01 2.17744964096033e+10 2.17744964096033e+10
1128 1.30367542500829e-13 2.42189414116016e-05 6.99999552947090e-05 0.00000000000000e+00 0.00000000000000e+00 1.24784041061841e-10 2.99998802564819e-05 -4.48663047056382e-22 2.25208763142222e-21 -5.88667883879973e-24 5.98239958084450e-24 -2.06490370475558e-21 2.14220342766619e-21 1.00000000349595e+00 1.13255384044655e+01 2.17744964096033e+10 2.17744964096033e+10
1136 1.31292135000835e-13 2.40756605365229e-05 6.99999749277900e-05 0.00000000000000e+00 0.00000000000000e+00 2.83707700697888e-11 2.99999632852985e-05 -4.60752322125782e-22 2.58896560159130e-21 -5.88398570087669e-24 5.97932148507758e-24 -2.05869930085931e-21 2.33236589032291e-21 1.00000000287194e+00 1.27005021214652e+01 2.17744964096033e+10 2.17744964096033e+10
1144 1.32216727500841e-13 2.39210080589969e-05 6.99999887011736e-05 0.00000000000000e+00 0.00000000000000e+00 4.59648555925073e-12 2.99999933134707e-05 -4.78886201074703e-22 2.45723944360589e-21 -5.88189477177327e-24 5.97190628957946e-24 -2.13170443568613e-21 2.32134701779634e-21 1.00000000271343e+00 1.24183232374765e+01 2.17744964096033e+10 2.17744964096033e+10
1152 1.33141320000847e-13 2.37545445748048e-05 6.99999557770162e-05 0.00000000000000e+00 0.00000000000000e+00 2.96270217566962e-11 2.99999306859472e-05 -5.12156014602109e-22 2.77633263680533e-21 -5.88018388555277e-24 5.97428870669677e-24 -2.49647670902663e-21 2.30335149842508e-21 1.00000000234060e+00 1.36188456400064e+01 2.17744964096033e+10 2.17744964096033e+10
1160 1.34065912500853e-13 2.35907020004238e-05 6.99999679254196e-05 0.00000000000000e+00 0.00000000000000e+00 2.24861216776695e-11 2.99998694878307e-05 -5.31289899828740e-22 2.85825988633148e-21 -5.88005787705782e-24 5.97619407066039e-24 -2.57549427962075e-21 2.30642556243443e-21 1.00000000273135e+00 1.40391347046066e+01 2.17744964096033e+10 2.17744964096033e+10
1168 1.34990505000859e-13 2.34101116813267e-05 6.99999688695117e-05 0.00000000000000e+00 0.00000000000000e+00 1.35971606458169e-11 2.99999048833916e-05 -5.48473734346852e-22 3.01796635092362e-21 -5.88003306039195e-24 5.98295226889220e-24 -2.55948055315134e-21 2.72522285358875e-21 1.00000000148041e+00 1.49234455896755e+01 2.17744964096033e+10 2.17744964096033e+10
1176 1.35915097500865e-13 2.32352695519205e-05 6.99999062911824e-05 0.00000000000000e+00 0.00000000000000e+00 3.60889144055668e-11 2.99999751183610e-05 -5.82322035573749e-22 3.34637207822181e-21 -5.88261559783817e-24 5.98000629530529e-24 -2.56582794195276e-21 2.84041412640065e-21 1.00000000076465e+00 1.60770751206595e+01 2.17744964096033e+10 2.17744964096033e+10
1184 1.36839690000871e-13 2.30490340815197e-05 6.99999125706952e-05 0.00000000000000e+00 0.00000000000000e+00 4.20643002986035e-11 2.99999593303863e-05 -5.86621430922054e-22 3.41423745986342e-21 -5.88050762120085e-24 5.98500204717832e-24 -2.56580672166466e-21 2.84542238431898e-21 1.00000000428988e+00 1.62039935675904e+01 2.17744964096033e+10 2.17744964096033e+10
1192 1.37764282500876e-13 2.28645408771086e-05 6.99999946262373e-05 0.00000000000000e+00 0.00000000000000e+00 4.78743464847963e-11 2.99999253085676e-05 -5.95016826355537e-22 3.40272104657486e-21 -5.87944183861236e-24 5.99064501319365e-24 -3.02453939409162e-21 2.83463714770007e-21 1.00000000249660e+00 1.63736898884436e+01 2.17744964096033e+10 2.17744964096033e+10
1200 1.38688875000882e-13 2.26707665230680e-05 6.99999771605575e-05 0.00000000000000e+00 0.00000000000000e+00 7.72179852076406e-11 2.99999950227336e-05 -6.23806371121071e-22 3.66095326225204e-21 -5.87787241139988e-24 5.98867686449394e-24 -3.17455230048434e-21 2.80244174318870e-21 1.00000000032477e+00 1.75411788434034e+01 2.17744964096033e+10 2.17744964096033e+10
1208 1.39613467500888e-13 2.24728098667028e-05 6.99999588393796e-05 0.00000000000000e+00 0.00000000000000e+00 1.90924376528294e-11 2.99999836723424e-05 -6.39959533752991e-22 3.77228785740385e-21 -5.87664765935411e-24 5.98874467009348e-24 -3.11989978766647e-21 3.26351375444751e-21 1.00000000067338e+00 1.76802292429601e+01 2.17744964096033e+10 2.17744964096033e+10
1216 1.40538060000894e-13 2.22707307233459e-05 6.99999919153240e-05 0.00000000000000e+00 0.00000000000000e+00 2.91630134110880e-11 2.99999924356172e-05 -6.75904669567251e-22 3.96853098047237e-21 -5.87636020548695e-24 5.98456586728768e-24 -3.11031081704852e-21 3.34453026500540e-21 1.00000000211336e+00 1.88940163406374e+01 2.17744964096033e+10 2.17744964096033e+10
1224 1.41462652500900e-13 2.20700697064196e-05 6.99999254118676e-05 0.00000000000000e+00 0.00000000000000e+00 2.19581567579120e-12 2.99999842579793e-05 -6.83960050520428e-22 4.21863917285881e-21 -5.87873956464429e-24 5.98457246126399e-24 -3.21167735117737e-21 3.35432231951911e-21 1.00000000095232e+00 1.97605548510776e+01 2.17744964096033e+10 2.17744964096033e+10
1232 1.42387245000906e-13 2.18613892904082e-05 6.99998964569982e-05 0.00000000000000e+00 0.00000000000000e+00 1.89610609835067e-11 2.99999971361421e-05 -7.40362461053770e-22 4.36506413797502e-21 -5.88057281962717e-24 5.98457091887159e-24 -3.70606195537709e-21 3.43060820023571e-21 1.00000000381624e+00 2.03823023232358e+01 2.17744964096033e+10 2.17744964096033e+10
1240 1.43311837500912e-13 2.16504656039704e-05 6.99999850394003e-05 0.00000000000000e+00 0.00000000000000e+00 1.93605203585221e-11 2.99999068413514e-05 -7.22465355195236e-22 4.35124965461988e-21 -5.88008435427591e-24 5.97876907450463e-24 -3.65803324475641e-21 3.35869807323733e-21 1.00000000179923e+00 2.08293742506024e+01 2.17744964096033e+10 2.17744964096033e+10
1248 1.44236430000918e-13 2.14400327142276e-05 6.99999893017034e-05 0.00000000000000e+00 0.00000000000000e+00 4.73244778752080e-11 2.99999951312800e-05 -7.72493507211943e-22 4.72180810184312e-21 -5.88014165929739e-24 5.98138961483568e-24 -3.71755350356516e-21 3.94518190634402e-21 1.00000000125423e+00 2.19146137714231e+01 2.17744964096033e+10 2.17744964096033e+10
1256 1.45161022500923e-13 2.12229143918916e-05 6.99999601138419e-05 0.00000000000000e+00 0.00000000000000e+00 3.92669457461498e-11 2.99999861193243e-05 -7.88529440535976e-22 4.67745245645197e-21 -5.88099703202441e-24 5.98024594200016e-24 -3.63137430264428e-21 3.89668998588594e-21 1.00000000081514e+00 2.17191071185901e+01 2.17744964096033e+10 2.17744964096033e+10
1264 1.46085615000929e-13 2.10067061484730e-05 6.99999951352207e-05 0.00000000000000e+00 0.00000000000000e+00 3.24082105891536e-11 2.99999756860630e-05 -7.36630181762393e-22 4.81009798528340e-21 -5.88135241570310e-24 5.97420661673376e-24 -3.72301123534647e-21 3.96267391163386e-21 1.00000000500014e+00 2.24227008700680e+01 2.17744964096033e+10 2.17744964096033e+10
1272 1.47010207500935e-13 2.07880133923129e-05 6.99999955601451e-05 0.00000000000000e+00 0.00000000000000e+00 3.24482915749658e-11 2.99999937179573e-05 -7.80746301273135e-22 5.20809577425258e-21 -5.88331984137124e-24 5.98421987584189e-24 -4.10794208875339e-21 3.92919747157754e-21 1.00000000065756e+00 2.37485956509481e+01 2.17744964096033e+10 2.17744964096033e+10
1280 1.47934800000941e-13 2.05659840180301e-05 6.99999642320050e-05 0.00000000000000e+00 0.00000000000000e+00 1.96675461190187e-11 2.99999991122023e-05 -8.22924817514470e-22 5.44738147830306e-21 -5.88518070754273e-24 5.97659447321535e-24 -4.27920536173199e-21 4.21419422271705e-21 1.00000000095285e+00 2.47175579543509e+01 2.17744964096033e+10 2.17744964096033e+10
1288 1.48859392500947e-13 2.03442416153263e-05 6.99999713754354e-05 0.00000000000000e+00 0.00000000000000e+00 2.56974879946754e-12 2.99999425528315e-05 -8.04176111964348e-22 5.60167511286946e-21 -5.88603105285569e-24 5.97965902661886e-24 -4.29863429809927e-21 4.22978776461966e-21 1.00000000195920e+00 2.58748630146367e+01 2.17744964096033e+10 2.17744964096033e+10
1296 1.49783985000953e-13 2.01197298367173e-05 6.99999397351441e-05 0.00000000000000e+00 0.00000000000000e+00 6.37379728435981e-11 2.99999913204551e-05 -8.58064116448692e-22 5.79268232126954e-21 -5.88772278217074e-24 5.97829568137061e-24 -4.41433418408402e-21 4.41535101126149e-21 1.00000000095221e+00 2.66872228285106e+01 2.17744964096033e+10 2.17744964096033e+10
1304 1.50708577500959e-13 1.98937360437266e-05 6.99999382033022e-05 0.00000000000000e+00 0.00000000000000e+00 3.48841944389640e-11 2.99999910091687e-05 -8.98925878102998e-22 5.77163021974134e-21 -5.88877576201003e-24 5.98490607344379e-24 -4.28428072050201e-21 4.54283380348306e-21 1.00000000059146e+00 2.64432441843590e+01 2.17744964096033e+10 2.17744964096033e+10
1312 1.51633170000965e-13 1.96671426044513e-05 6.99999228262459e-05 0.00000000000000e+00 0.00000000000000e+00 2.21644595546926e-11 2.99999605885774e-05 -9.91740120584234e-22 6.25223086897422e-21 -5.88753249628373e-24 5.98767756331016e-24 -4.70151020110309e-21 4.57149248100912e-21 1.00000000336324e+00 2.81872521360318e+01 2.17744964096033e+10 2.17744964096033e+10
1320 1.52557762500971e-13 1.94384651558833e-05 6.99999747198104e-05 0.00000000000000e+00 0.00000000000000e+00 6.11049629293521e-11 2.99999989913222e-05 -9.28802925072269e-22 6.64167974499038e-21 -5.88757838005885e-24 5.98824811047445e-24 -4.66813192492834e-21 4.58484209710225e-21 1.00000000177381e+00 2.91817519824223e+01 2.17744964096033e+10 2.17744964096033e+10
1328 1.53482355000976e-13 1.92084170994594e-05 6.99999198246348e-05 0.00000000000000e+00 0.00000000000000e+00 3.78407181350639e-11 2.99999854133292e-05 -9.63722417151991e-22 6.73111733612490e-21 -5.88791571680312e-24 5.98085382224629e-24 -4.84338772594140e-21 4.83323658483936e-21 1.00000000226262e+00 2.95267137586067e+01 2.17744964096033e+10 2.17744964096033e+10
1336 1.54406947500982e-13 1.89774737055002e-05 6.99999212615437e-05 0.00000000000000e+00 0.00000000000000e+00 4.35379877495364e-11 2.99999508274762e-05 -9.31395750486902e-22 6.49658829205832e-21 -5.88649944890560e-24 5.98657561339277e-24 -4.91708815073410e-21 5.02073549912732e-21 1.00000000214208e+00 2.87578010166343e+01 2.17744964096033e+10 2.17744964096033e+10
1344 1.55331540000988e-13 1.87451566408606e-05 6.99999804625372e-05 0.00000000000000e+00 0.00000000000000e+00 6.04195955942019e-12 2.99999904702394e-05 -9.12686379559193e-22 6.86963195659728e-21 -5.88475828158616e-24 5.97919421990387e-24 -4.92616925874099e-21 5.04603369565160e-21 1.00000000098556e+00 3.12279697991738e+01 2.17744964096033e+10 2.17744964096033e+10
1352 1.56256132500994e-13 1.85122058679349e-05 6.99998706247267e-05 0.00000000000000e+00 0.00000000000000e+00 4.94300789012126e-11 2.99999976767695e-05 -1.01173259937254e-21 7.01792215303562e-21 -5.87963272223540e-24 5.98835330588801e-24 -4.97822561138420e-21 5.07457467772717e-21 1.00000000182368e+00 3.09702903812494e+01 2.17744964096033e+10 2.17744964096033e+10
1360 1.57180725001000e-13 1.82765021147405e-05 6.99999951892504e-05 0.00000000000000e+00 0.00000000000000e+00 1.52566383621955e-11 2.99999920241579e-05 -1.02814776205921e-21 6.63154335410682e-21 -5.87768388046660e-24 5.98948960174304e-24 -5.27992553507914e-21 5.12781782550553e-21 1.00000000133126e+00 3.03265686800655e+01 2.17744964096033e+10 2.17744964096033e+10
1368 1.58105317501006e-13 1.80398711964437e-05 6.99999780699813e-05 0.00000000000000e+00 0.00000000000000e+00 3.31174403942107e-11 2.99999933530569e-05 -1.03513960775161e-21 6.89714336740386e-21 -5.87989311906522e-24 5.99259579574679e-24 -5.14375102395633e-21 5.12485886876398e-21 1.00000000230398e+00 3.06475368785362e+01 2.17744964096033e+10 2.17744964096033e+10
1376 1.59029910001012e-13 1.78027102256661e-05 6.99999976139090e-05 0.00000000000000e+00 0.00000000000000e+00 5.71649289861885e-12 2.99999601299307e-05 -9.64952021042219e-22 7.39107304569705e-21 -5.87848197953592e-24 5.98268589491927e-24 -5.28153028009402e-21 5.43498392516798e-21 1.00000000101554e+00 3.25504018977520e+01 2.17744964096033e+10 2.17744964096033e+10
1384 1.59954502501018e-13 1.75649258289607e-05 6.99999708096127e-05 0.00000000000000e+00 0.00000000000000e+00 2.23532731360261e-12 2.99999784152917e-05 -1.01625120008815e-21 7.12315726158836e-21 -5.87630495566185e-24 5.98513983624410e-24 -5.18540912619059e-21 5.39679144622771e-21 1.00000000121572e+00 3.22780706614287e+01 2.17744964096033e+10 2.17744964096033e+10
1392 1.60879095001023e-13 1.73265513206909e-05 6.99999066141126e-05 0.00000000000000e+00 0.00000000000000e+00 1.05205152551216e-11 2.99999478710833e-05 -1.07339877448477e-21 7.73192954424867e-21 -5.87485339120074e-24 5.98661425068957e-24 -5.42808927437336e-21 5.48884133418453e-21 1.00000000308874e+00 3.45762140811283e+01 2.17744964096033e+10 2.17744964096033e+10
1400 1.61803687501029e-13 1.70877082015421e-05 6.99999090033185e-05 0.00000000000000e+00 0.00000000000000e+00 5.55567654990534e-12 2.99999766725706e-05 -1.06364655424686e-21 7.70066005497339e-21 -5.87529276399337e-24 5.98330392908750e-24 -5.64338681126786e-21 5.46069059301126e-21 1.00000000192400e+00 3.45826166695874e+01 2.17744964096033e+10 2.17744964096033e+10
1408 1.62728280001035e-13 1.68483776102005e-05 6.99999929927464e-05 0.00000000000000e+00 0.00000000000000e+00 2.92027831291475e-11 2.99999961935828e-05 -1.07898063108791e-21 8.11253118686530e-21 -5.87851828262136e-24 5.98407225303412e-24 -5.65253485169276e-21 5.62028559382500e-21 1.00000000162307e+00 3.47857211545122e+01 2.17744964096033e+10 2.17744964096033e+10
1416 1.63652872501041e-13 1.66086127932195e-05 6.99999813061292e-05 0.00000000000000e+00 0.00000000000000e+00 5.33690894032343e-11 2.99999825372996e-05 -1.19852819929146e-21 7.89923563951446e-21 -5.88133489904924e-24 5.98573822144565e-24 -5.51743146476501e-21 5.75538706410252e-21 1.00000000093423e+00 3.49690335554599e+01 2.17744964096033e+10 2.17744964096033e+10
1424 1.64577465001047e-13 1.63684504158771e-05 6.99999918490849e-05 0.00000000000000e+00 0.00000000000000e+00 4.68027913855793e-11 2.99999765516840e-05 -1.11531457671710e-21 8.31927728601895e-21 -5.87840391412632e-24 5.98287733234052e-24 -5.63838387913974e-21 5.67361731951816e-21 1.00000000201082e+00 3.68141713178499e+01 2.17744964096033e+10 2.17744964096033e+10
1432 1.65502057501053e-13 1.61278944608594e-05 6.99999867016837e-05 0.00000000000000e+00 0.00000000000000e+00 2.58449799422703e-11 2.99999968354651e-05 -1.19368959564694e-21 9.04680521457146e-21 -5.88079577625753e-24 5.98864855047665e-24 -5.85737493400304e-21 5.61958573183676e-21 1.00000000101853e+00 3.83264820322582e+01 2.17744964096033e+10 2.17744964096033e+10
1440 1.66426650001059e-13 1.58869685990487e-05 6.99999660395145e-05 0.00000000000000e+00 0.00000000000000e+00 5.52427873992928e-11 2.99999857477732e-05 -1.14225561914066e-21 8.81305030249986e-21 -5.87909403970508e-24 5.98394223222574e-24 -6.09342827981902e-21 5.87657609429364e-21 1.00000000232384e+00 3.75348286209548e+01 2.17744964096033e+10 2.17744964096033e+10
1448 1.67351242501065e-13 1.56457206859000e-05 6.99999629628814e-05 0.00000000000000e+00 0.00000000000000e+00 3.12649825927346e-12 2.99999908170831e-05 -1.25336684291270e-21 8.73851298359133e-21 -5.87504987674706e-24 5.97477313090881e-24 -5.78209884150212e-21 5.76025399426182e-21 1.00000000488043e+00 3.72147269934291e+01 2.17744964096033e+10 2.17744964096033e+10
1456 1.68275835001071e-13 1.54042080545034e-05 6.99999896563624e-05 0.00000000000000e+00 0.00000000000000e+00 1.22904670449742e-11 2.99999885689511e-05 -1.25692079199980e-21 8.98983427550413e-21 -5.87832073037507e-24 5.98039141861491e-24 -6.02145676505677e-21 5.81043058908408e-21 1.00000000167806e+00 3.83499175608646e+01 2.17744964096033e+10 2.17744964096033e+10
1464 1.69200427501076e-13 1.51624638211374e-05 6.99999980836285e-05 0.00000000000000e+00 0.00000000000000e+00 4.49263589954610e-11 2.99999663929528e-05 -1.14047067333350e-21 8.98458798993546e-21 -5.88085208970769e-24 5.98774421298151e-24 -5.80002233320344e-21 6.14446116167021e-21 1.00000000266467e+00 3.84211940030808e+01 2.17744964096033e+10 2.17744964096033e+10
1472 1.70125020001082e-13 1.49205087931189e-05 6.99999506393419e-05 0.00000000000000e+00 0.00000000000000e+00 1.56848682774383e-10 2.99999894174749e-05 -1.15316008038302e-21 8.53640325936732e-21 -5.87917613626672e-24 5.97707753702226e-24 -5.92680396576278e-21 5.99804132026261e-21 1.00000000055687e+00 3.75328257242306e+01 2.17744964096033e+10 2.17744964096033e+10
1480 1.71049612501088e-13 1.46783323591879e-05 6.99998759985131e-05 0.00000000000000e+00 0.00000000000000e+00 2.16062233039562e-11 2.99999315493840e-05 -1.26234415464887e-21 8.57401878080819e-21 -5.88461353397090e-24 5.98434353452108e-24 -5.90170833030339e-21 5.88262699912755e-21 1.00000000337379e+00 3.77238667367338e+01 2.17744964096033e+10 2.17744964096033e+10
1488 1.71974205001094e-13 1.44359586840939e-05 6.99999866346817e-05 0.00000000000000e+00 0.00000000000000e+00 1.50340163258269e-11 2.99999688582561e-05 -1.19141291415502e-21 9.35315199374640e-21 -5.88812020495763e-24 5.98613746510212e-24 -5.82536864402529e-21 6.23167321263883e-21 1.00000000089595e+00 4.06797218024161e+01 2.17744964096033e+10 2.17744964096033e+10
1496 1.72898797501100e-13 1.41934372704928e-05 6.99999730502443e-05 0.00000000000000e+00 0.00000000000000e+00 1.16429461203303e-11 2.99999720249711e-05 -1.16340369841915e-21 9.23723790655178e-21 -5.88583077832492e-24 5.98694879315367e-24 -5.92241140922635e-21 6.07162673478395e-21 1.00000000191511e+00 3.96510383012627e+01 2.17744964096033e+10 2.17744964096033e+10
1504 1.73823390001106e-13 1.39507959619017e-05 6.99998555024005e-05 0.00000000000000e+00 0.00000000000000e+00 2.23772664284592e-12 2.99999900577060e-05 -1.14664386823522e-21 8.99723546620530e-21 -5.89244798934292e-24 5.98753506921731e-24 -6.30300672281199e-21 6.20327857248913e-21 1.00000000143797e+00 3.92072348328066e+01 2.17744964096033e+10 2.17744964096033e+10
1512 1.74747982501112e-13 1.37080525995552e-05 6.99999942982727e-05 0.00000000000000e+00 0.00000000000000e+00 6.37598182115094e-11 2.99999891284698e-05 -1.20471446974036e-21 8.42550406749769e-21 -5.89414130884714e-24 5.98166610565833e-24 -5.97081760626615e-21 6.26282972908036e-21 1.00000000270502e+00 3.77657741990437e+01 2.17744964096033e+10 2.17744964096033e+10
1520 1.75672575001118e-13 1.34652311303094e-05 6.99999655706116e-05 0.00000000000000e+00 0.00000000000000e+00 1.08366730597543e-10 2.99999664180880e-05 -1.19309890905387e-21 9.50714996981420e-21 -5.88814462744472e-24 5.97197743281143e-24 -6.02841481772442e-21 6.07016372543765e-21 1.00000000152522e+00 3.92639089319813e+01 2.17744964096033e+10 2.17744964096033e+10
1528 1.76597167501123e-13 1.32223352069960e-05 6.99999828209367e-05 0.00000000000000e+00 0.00000000000000e+00 3.30776874112444e-11 2.99999322599444e-05 -1.15559230531811e-21 1.01144009696517e-20 -5.88958469040022e-24 5.98384562139902e-24 -6.09115216490365e-21 5.98245743194715e-21 1.00000000146121e+00 4.15027871723091e+01 2.17744964096033e+10 2.17744964096033e+10
1536 1.77521760001129e-13 1.29793650575153e-05 6.99999842935696e-05 0.00000000000000e+00 0.00000000000000e+00 2.65677527984492e-12 2.99999668501192e-05 -1.25224903161695e-21 1.00075997730581e-20 -5.88424893920192e-24 5.98189756381464e-24 -6.12857462163761e-21 6.10344647749348e-21 1.00000000254834e+00 4.27863275575796e+01 2.17744964096033e+10 2.17744964096033e+10
1544 1.78446352501135e-13 1.27363358797942e-05 6.99999005319086e-05 0.00000000000000e+00 0.00000000000000e+00 1.37277625273583e-12 2.99999726087918e-05 -1.24191889975368e-21 9.26225445252270e-21 -5.88360421982688e-24 5.96892199197592e-24 -5.95293867713055e-21 6.19609677350701e-21 1.00000000250366e+00 3.97099531976069e+01 2.17744964096033e+10 2.17744964096033e+10
1552 1.79370945001141e-13 1.24932624676713e-05 6.99999861468782e-05 0.00000000000000e+00 0.00000000000000e+00 7.32419643529702e-12 2.99999928625902e-05 -1.29089981897835e-21 8.62054122292964e-21 -5.88281323655891e-24 5.97798075073874e-24 -6.01057735422917e-21 6.08875657840750e-21 1.00000000030877e+00 3.77765778154567e+01 2.17744964096033e+10 2.17744964096033e+10
1560 1.80295537501147e-13 1.22501613697849e-05 6.99999601370399e-05 0.00000000000000e+00 0.00000000000000e+00 5.01309562847316e-11 2.99999737351676e-05 -1.24378216237124e-21 8.94408782285296e-21 -5.87578098569158e-24 5.97784400180380e-24 -6.25306560567031e-21 6.12667112312951e-21 1.00000000323618e+00 3.91521590671445e+01 2.17744964096033e+10 2.17744964096033e+10
1568 1.81220130001153e-13 1.20070472881036e-05 6.99999959310167e-05 0.00000000000000e+00 0.00000000000000e+00 1.30752143799053e-11 2.99999375198432e-05 -1.29194804679980e-21 9.25625984497057e-21 -5.87993117925540e-24 5.97457628398017e-24 -6.13049781480634e-21 6.22140171407349e-21 1.00000000022911e+00 3.98198351920230e+01 2.17744964096033e+10 2.17744964096033e+10
1576 1.82144722501159e-13 1.17639440953689e-05 6.99999949141746e-05 0.00000000000000e+00 0.00000000000000e+00 8.35389978289598e-12 2.99998905135425e-05 -1.28438796659522e-21 9.71006582965871e-21 -5.87928380317246e-24 5.98017974968016e-24 -6.34535994700965e-21 6.26845306708345e-21 1.00000000187222e+00 4.18057846051658e+01 2.17744964096033e+10 2.17744964096033e+10
1584 1.83069315001165e-13 1.15208725207043e-05 6.99999453755679e-05 0.00000000000000e+00 0.00000000000000e+00 4.61507096983214e-12 2.99999908917024e-05 -1.25998242029293e-21 9.38613337987345e-21 -5.87405367668403e-24 5.98551862018126e-24 -6.36559411330699e-21 6.29148810809379e-21 1.00000000079147e+00 4.15404232248743e+01 2.17744964096033e+10 2.17744964096033e+10
1592 1.83993907501171e-13 1.12778343105087e-05 6.99999819227868e-05 0.00000000000000e+00 0.00000000000000e+00 6.45162382166045e-12 2.99999745765406e-05 -1.29612533840310e-21 1.01253958920558e-20 -5.87645904327343e-24 5.98223108481761e-24 -6.18768287489486e-21 6.30297186861826e-21 1.00000000547740e+00 4.24578321120723e+01 2.17744964096033e+10 2.17744964096033e+10
